step,EvalAverageReward
1000,-336.5197774
2000,-326.8123215
3000,-317.491605
4000,-305.790426
5000,-328.6418744
6000,-307.4929795
7000,-338.4748534
8000,-312.41726
9000,-308.1822756
10000,-313.2650631
11000,-310.4130413
12000,-327.6557995
13000,-331.5628045
14000,-315.4765419
15000,-319.6863068
16000,-326.7519325
17000,-316.8673047
18000,-324.4157004
19000,-325.8368444
20000,-306.5026749
21000,-307.1252957
22000,-316.1113476
23000,-343.3263092
24000,-302.8006757
25000,-326.3711352
26000,-311.9761485
27000,-322.179847
28000,-323.8921047
29000,-309.1561124
30000,-339.8924145
31000,-305.5357078
32000,-313.4067368
33000,-321.1753851
34000,-344.493931
35000,-350.4485564
36000,-305.5439017
37000,-313.1496934
38000,-307.5466275
39000,-327.6194659
40000,-336.0149582
41000,-347.4047951
42000,-322.9226669
43000,-340.039878
44000,-342.5230258
45000,-316.1277168
46000,-310.9303238
47000,-329.513197
48000,-318.9679608
49000,-311.7594948
50000,-344.8728223
51000,-318.0704715
52000,-310.910273
53000,-309.0141938
54000,-321.9350213
55000,-338.5408026
56000,-337.3008673
57000,-338.897297
58000,-313.1422971
59000,-324.9563283
60000,-316.6116656
61000,-320.8030979
62000,-300.5712703
63000,-299.6226141
64000,-321.2542909
65000,-330.1699202
66000,-311.5438347
67000,-312.724319
68000,-307.6787644
69000,-312.7025421
70000,-343.6878431
71000,-329.6414678
72000,-347.4577284
73000,-320.8237448
74000,-335.0056931
75000,-324.3627585
76000,-325.5189954
77000,-324.8462973
78000,-316.8221695
79000,-325.877496
80000,-295.3595789
81000,-313.2989997
82000,-336.5682143
83000,-310.2317183
84000,-328.6574544
85000,-316.4800814
86000,-336.7784539
87000,-313.5385169
88000,-327.7590191
89000,-325.26295
90000,-327.6829993
91000,-324.1790624
92000,-311.3162012
93000,-322.6285564
94000,-342.193047
95000,-320.3476992
96000,-324.4378522
97000,-314.1019772
98000,-322.3151451
99000,-338.620448
100000,-312.7668365
101000,-322.1048598
102000,-318.3024485
103000,-317.9484516
104000,-325.4330883
105000,-306.7961251
106000,-329.5898395
107000,-323.4353552
108000,-315.6601565
109000,-303.8271433
110000,-302.4846294
111000,-315.1495755
112000,-322.8287154
113000,-321.5234896
114000,-328.5131841
115000,-319.4314763
116000,-322.6458914
117000,-320.9913726
118000,-327.2689503
119000,-323.3473162
120000,-311.0840141
121000,-339.9971251
122000,-346.9465688
123000,-324.5645465
124000,-356.3524291
125000,-359.9390955
126000,-306.7483693
127000,-321.5269024
128000,-298.1093095
129000,-314.5804421
130000,-328.2668323
131000,-344.1382225
132000,-326.9776826
133000,-335.954396
134000,-316.0958451
135000,-312.1453161
136000,-323.9450722
137000,-320.0441695
138000,-317.6726502
139000,-317.3028275
140000,-330.1064464
141000,-311.8099332
142000,-309.7015959
143000,-328.2789384
144000,-326.2926861
145000,-322.6545804
146000,-304.1023306
147000,-338.0453187
148000,-322.1183513
149000,-347.0425718
150000,-316.1463903
151000,-319.51439
152000,-349.0566227
153000,-312.3964454
154000,-314.6750454
155000,-324.9529881
156000,-307.6719664
157000,-343.5709983
158000,-330.6757422
159000,-331.7587688
160000,-326.1429389
161000,-306.6877728
162000,-312.7478881
163000,-319.6847751
164000,-297.0460291
165000,-333.7800845
166000,-340.0584018
167000,-317.1165283
168000,-325.5541718
169000,-345.4890683
170000,-356.1086069
171000,-324.9766175
172000,-312.2898034
173000,-321.4972783
174000,-336.4911653
175000,-320.6492312
176000,-332.2723008
177000,-328.6565143
178000,-324.0173546
179000,-325.6828086
180000,-319.393217
181000,-312.4079256
182000,-322.2638877
183000,-336.9453644
184000,-339.3433619
185000,-344.4724583
186000,-323.2112696
187000,-324.2773753
188000,-331.538434
189000,-344.1216403
190000,-322.8358499
191000,-306.6187687
192000,-313.5543648
193000,-319.2923626
194000,-295.119081
195000,-322.4648689
196000,-342.7801195
197000,-311.4659042
198000,-314.8271475
199000,-296.5824117
200000,-335.9043606
201000,-330.8858904
202000,-339.3355145
203000,-331.275658
204000,-337.9737558
205000,-300.0822081
206000,-250.1277858
207000,-213.5121723
208000,-236.4478607
209000,-247.9164737
210000,-239.6443828
211000,-249.5928591
212000,-194.0364658
213000,-211.6788274
214000,-253.7271274
215000,-343.052658
216000,-258.7085013
217000,-200.6863501
218000,-557.1118331
219000,-162.170427
220000,-175.7730377
221000,-133.3182268
222000,-173.2509374
223000,-337.2234532
224000,-264.657188
225000,-251.3128805
226000,-267.0041865
227000,-280.9055477
228000,-127.7584158
229000,-145.0947134
230000,-136.1300439
231000,-132.7862061
232000,-171.2257883
233000,-118.1577871
234000,-122.0440502
235000,-105.5666701
236000,-120.2416145
237000,-176.0964291
238000,-193.5814113
239000,-77.56269218
240000,-86.06545768
241000,-69.70943271
242000,-96.01440564
243000,-25.17081946
244000,-71.38781334
245000,-88.48196674
246000,-35.2356001
247000,-40.08215469
248000,-40.60829313
249000,-24.58666909
250000,-14.37696447
251000,-28.5603883
252000,-27.13511815
253000,-48.3492299
254000,-24.05217272
255000,-21.25694081
256000,-27.13843612
257000,-25.55252757
258000,-15.75822202
259000,-16.65474103
260000,-15.80618867
261000,-12.0992755
262000,-13.75482251
263000,-9.770617021
264000,-11.35915413
265000,-14.56214966
266000,-15.13218262
267000,-15.67094692
268000,-13.48667897
269000,-12.78062751
270000,-14.39231282
271000,-11.76051945
272000,-11.35097223
273000,-17.86974762
274000,-12.23147573
275000,-15.43653823
276000,-12.93183264
277000,-7.547284032
278000,-9.932829044
279000,-8.398742038
280000,-10.88507313
281000,-7.612467658
282000,-9.957768164
283000,-8.484484845
284000,-9.922911721
285000,-9.444627136
286000,-8.30353324
287000,-9.690053137
288000,-7.445327676
289000,-8.476528961
290000,-8.213412054
291000,-7.512212376
292000,-6.852501673
293000,-7.895700298
294000,-7.108059189
295000,-6.709287073
296000,-6.01878269
297000,-8.689474144
298000,-6.661639402
299000,-6.471285561
300000,-6.141649682
301000,-8.17985461
302000,-6.506145081
303000,-6.90066942
304000,-8.557498248
305000,-6.823331649
306000,-6.285403994
307000,-6.110027574
308000,-6.173512803
309000,-5.840233758
310000,-6.811747702
311000,-6.692660776
312000,-6.273201155
313000,-5.759582879
314000,-4.901712904
315000,-5.727434408
316000,-5.789626981
317000,-5.212148495
318000,-6.387658462
319000,-5.090392875
320000,-9.663588335
321000,-6.775334901
322000,-6.427072798
323000,-7.95700732
324000,-7.749557186
325000,-15.46132784
326000,-7.032714273
327000,-16.33779617
328000,-8.260144683
329000,-8.222208998
330000,-8.56661718
331000,-7.328088987
332000,-9.41051181
333000,-5.54914195
334000,-5.390202121
335000,-5.126535771
336000,-5.771960287
337000,-5.348270372
338000,-5.907039684
339000,-6.670302105
340000,-6.408898797
341000,-5.536335383
342000,-5.518197241
343000,-5.629256965
344000,-5.898946792
345000,-5.554826851
346000,-5.310835834
347000,-4.634943463
348000,-4.810786801
349000,-5.169202231
350000,-4.655377241
351000,-5.69384815
352000,-4.772635486
353000,-5.019236673
354000,-5.806065198
355000,-4.831872726
356000,-5.409313103
357000,-5.223768127
358000,-5.663657236
359000,-6.240029842
360000,-5.326883347
361000,-5.98358503
362000,-5.907767821
363000,-6.524197636
364000,-5.8100673
365000,-5.383727941
366000,-4.869944098
367000,-5.157615991
368000,-5.149069963
369000,-5.4412898
370000,-4.472772991
371000,-4.812252203
372000,-5.153308657
373000,-4.589732285
374000,-4.914721677
375000,-5.394759065
376000,-5.181609736
377000,-5.14500995
378000,-4.621308376
379000,-5.122939243
380000,-4.986267424
381000,-5.160586252
382000,-4.869206942
383000,-4.727277951
384000,-4.48835443
385000,-4.956309707
386000,-4.925707283
387000,-5.057578762
388000,-5.111129427
389000,-4.653034866
390000,-4.86072851
391000,-5.177817262
392000,-5.306947105
393000,-5.051128145
394000,-5.348917131
395000,-5.202086467
396000,-5.184886976
397000,-4.753730637
398000,-4.423161442
399000,-4.569405927
400000,-4.792510685
401000,-4.821983851
402000,-4.584362199
403000,-4.239213129
404000,-5.336615954
405000,-4.900727273
406000,-5.105446457
407000,-4.957753799
408000,-5.329094261
409000,-4.934317791
410000,-4.476924395
411000,-4.724826467
412000,-4.967058366
413000,-4.711006766
414000,-4.536188547
415000,-5.027675837
416000,-5.621066696
417000,-4.726843724
418000,-4.620675013
419000,-5.754266218
420000,-4.774096236
421000,-5.63669454
422000,-5.156713195
423000,-4.89588906
424000,-4.689080819
425000,-4.974259859
426000,-4.580295624
427000,-4.403663881
428000,-5.238835328
429000,-4.02362391
430000,-4.478514943
431000,-4.81963692
432000,-4.842142263
433000,-4.339178543
434000,-6.099556615
435000,-4.429498437
436000,-4.835240439
437000,-4.196897123
438000,-4.670472598
439000,-4.3390148
440000,-4.634253699
441000,-4.073097624
442000,-4.013489815
443000,-4.082115489
444000,-3.959285216
